Mervin,Hayes,Mervin.Hayes97@blueocean.com,388-507-2569,Navy,2023-09-07,within 6 months prior ETS,https://www.linkedin.com/in/MervinHayes/,https://github.com/Lue31,Office Hour Requested 2024-05-29 11:00 2H%Family Emergency 2024-06-28 13:00 1H%Clearing Appointment 2024-06-13 9:00 2H%,mcsp20
Elvera,Sporer,Elvera_Sporer38@blueocean.com,631-596-1286,Army,2023-10-31,within 6 months prior ETS,https://www.linkedin.com/in/ElveraSporer/,https://github.com/Nadia_OConnell2,,mcsp22
Sophie,Crooks,Sophie.Crooks38@blueocean.com,457-240-6240,Coast Guard,2024-05-05,more than 6 months prior ETS,https://www.linkedin.com/in/SophieCrooks/,https://github.com/Godfrey.Beahan,Family Emergency 2023-12-29 7:00 1H%Clearing Appointment 2023-07-17 7:00 3H%Family Emergency 2024-01-09 18:00 2H%,mcsp19
Yesenia,Cruickshank,Yesenia87@blueocean.com,590-441-2720,Marine,2024-10-15,more than 6 months prior ETS,https://www.linkedin.com/in/YeseniaCruickshank/,https://github.com/Kelley.Langworth16,Office Hour Requested 2024-07-11 14:00 2H%,mcsp23
Sherman,Ratke,Sherman13@blueocean.com,764-560-0015,Marine,2023-04-13,Seperated,https://www.linkedin.com/in/ShermanRatke/,https://github.com/Rylee.Raynor,,mcsp24
Rogelio,Russel,Rogelio_Russel5@blueocean.com,268-510-5185,Army,2024-06-27,more than 6 months prior ETS,https://www.linkedin.com/in/RogelioRussel/,https://github.com/Leon98,Clearing Appointment 2024-01-10 17:00 1H%Clearing Appointment 2024-07-02 9:00 All Day%Office Hour Requested 2024-05-02 18:00 All Day%,mcsp16
Elaina,Mohr,Elaina78@blueocean.com,825-039-7700,Air Force,2024-06-12,more than 6 months prior ETS,https://www.linkedin.com/in/ElainaMohr/,https://github.com/Deshaun_Robel25,Medical Appointment 2023-12-26 18:00 All Day%Clearing Appointment 2024-01-20 15:00 2H%Office Hour Requested 2023-11-03 15:00 1H%,mcsp23
Keegan,Mayer,Keegan.Mayer34@blueocean.com,230-971-8356,Army,2023-06-12,Seperated,https://www.linkedin.com/in/KeeganMayer/,https://github.com/Carson91,Office Hour Requested 2023-11-17 12:00 3H%,mcsp19
Neil,Glover,Neil_Glover69@blueocean.com,310-692-6178,Marine,2024-07-25,more than 6 months prior ETS,https://www.linkedin.com/in/NeilGlover/,https://github.com/Rosella_Harber73,Office Hour Requested 2024-03-12 17:00 3H%,mcsp23
Orrin,Franey,Orrin94@blueocean.com,009-467-6378,Coast Guard,2023-06-14,Seperated,https://www.linkedin.com/in/OrrinFraney/,https://github.com/Janessa43,,mcsp16
Duncan,Block,Duncan.Block@blueocean.com,651-353-5302,Marine,2023-03-07,Seperated,https://www.linkedin.com/in/DuncanBlock/,https://github.com/Bernardo_Trantow,,mcsp20
Rowan,Macejkovic,Rowan.Macejkovic1@blueocean.com,969-534-0562,Navy,2023-09-09,within 6 months prior ETS,https://www.linkedin.com/in/RowanMacejkovic/,https://github.com/Molly_Gerhold,Office Hour Requested 2023-11-02 12:00 All Day%Medical Appointment 2024-02-13 9:00 1H%Medical Appointment 2023-08-22 8:00 All Day%,mcsp18
Elizabeth,Schulist,Elizabeth.Schulist47@blueocean.com,835-248-5809,Navy,2024-01-16,more than 6 months prior ETS,https://www.linkedin.com/in/ElizabethSchulist/,https://github.com/Zoila.Quitzon30,Clearing Appointment 2023-11-06 11:00 1H%,mcsp22
Durward,Pouros,Durward17@blueocean.com,823-197-9917,Coast Guard,2023-12-14,within 6 months prior ETS,https://www.linkedin.com/in/DurwardPouros/,https://github.com/Dimitri14,Clearing Appointment 2023-10-29 12:00 All Day%,mcsp16
Ethyl,Kertzmann,Ethyl.Kertzmann@blueocean.com,712-396-8376,Marine,2024-07-31,more than 6 months prior ETS,https://www.linkedin.com/in/EthylKertzmann/,https://github.com/Lawrence37,Family Emergency 2024-01-22 18:00 2H%,mcsp19
Jaylon,Boyer,Jaylon_Boyer@blueocean.com,290-252-4745,Air Force,2024-07-30,more than 6 months prior ETS,https://www.linkedin.com/in/JaylonBoyer/,https://github.com/Jewell.Fritsch37,Medical Appointment 2023-07-16 12:00 2H%Clearing Appointment 2023-11-28 7:00 2H%Office Hour Requested 2024-06-02 16:00 2H%,mcsp16
Sabryna,Leannon,Sabryna87@blueocean.com,203-233-0475,Navy,2024-04-28,more than 6 months prior ETS,https://www.linkedin.com/in/SabrynaLeannon/,https://github.com/Davin.Hartmann,,mcsp18
Polly,Cole,Polly.Cole77@blueocean.com,312-562-6616,Navy,2024-08-27,more than 6 months prior ETS,https://www.linkedin.com/in/PollyCole/,https://github.com/Alisha18,Office Hour Requested 2024-01-22 9:00 3H%,mcsp17
Velma,Klein,Velma.Klein59@blueocean.com,470-930-8748,Marine,2024-09-25,more than 6 months prior ETS,https://www.linkedin.com/in/VelmaKlein/,https://github.com/Ara.Glover,,mcsp20
Mckenzie,Hessel,Mckenzie.Hessel@blueocean.com,132-016-9484,Air Force,2023-02-07,Seperated,https://www.linkedin.com/in/MckenzieHessel/,https://github.com/Ibrahim_Hilll39,,mcsp22
Rosendo,Pagac,Rosendo86@blueocean.com,417-136-0062,Army,2024-06-18,more than 6 months prior ETS,https://www.linkedin.com/in/RosendoPagac/,https://github.com/Destin95,Clearing Appointment 2024-05-01 7:00 1H%Clearing Appointment 2024-01-30 7:00 1H%Medical Appointment 2023-10-15 13:00 3H%,mcsp23
Haleigh,Botsford,Haleigh.Botsford24@blueocean.com,881-940-9562,Navy,2023-06-02,Seperated,https://www.linkedin.com/in/HaleighBotsford/,https://github.com/Guadalupe.Sanford,Office Hour Requested 2023-08-13 18:00 2H%,mcsp17
Candida,Johnston,Candida.Johnston76@blueocean.com,190-373-4255,Coast Guard,2023-03-29,Seperated,https://www.linkedin.com/in/CandidaJohnston/,https://github.com/Lorna.Ebert81,Family Emergency 2023-11-29 18:00 All Day%Medical Appointment 2024-03-25 8:00 All Day%Medical Appointment 2023-11-01 10:00 1H%,mcsp19
Frederik,Robel,Frederik.Robel@blueocean.com,467-632-0077,Marine,2023-10-08,within 6 months prior ETS,https://www.linkedin.com/in/FrederikRobel/,https://github.com/Yadira0,,mcsp23
Dudley,Veum,Dudley_Veum41@blueocean.com,104-877-0068,Coast Guard,2024-05-06,more than 6 months prior ETS,https://www.linkedin.com/in/DudleyVeum/,https://github.com/Bert.Gislason,Clearing Appointment 2023-08-25 15:00 All Day%,mcsp19
Fermin,Hettinger,Fermin.Hettinger@blueocean.com,841-256-1187,Air Force,2023-05-13,Seperated,https://www.linkedin.com/in/FerminHettinger/,https://github.com/Estel24,Family Emergency 2023-08-30 16:00 1H%,mcsp22
Christian,Baumbach,Christian_Baumbach@blueocean.com,681-543-4979,Coast Guard,2024-08-04,more than 6 months prior ETS,https://www.linkedin.com/in/ChristianBaumbach/,https://github.com/Benton_Okuneva82,,mcsp20
Chanel,Krajcik,Chanel25@blueocean.com,224-183-5471,Air Force,2023-11-26,within 6 months prior ETS,https://www.linkedin.com/in/ChanelKrajcik/,https://github.com/Shyanne.Harris68,Medical Appointment 2024-07-07 16:00 2H%,mcsp21
Reta,Beer,Reta_Beer15@blueocean.com,964-239-7323,Navy,2024-03-12,more than 6 months prior ETS,https://www.linkedin.com/in/RetaBeer/,https://github.com/Josianne.Steuber,,mcsp21
Adonis,Kirlin,Adonis_Kirlin@blueocean.com,122-361-3699,Navy,2023-12-05,within 6 months prior ETS,https://www.linkedin.com/in/AdonisKirlin/,https://github.com/Irving.Steuber13,,mcsp18
Geoffrey,Lockman,Geoffrey78@blueocean.com,811-072-6772,Air Force,2024-11-29,more than 6 months prior ETS,https://www.linkedin.com/in/GeoffreyLockman/,https://github.com/Merritt38,Family Emergency 2024-03-14 17:00 2H%Clearing Appointment 2024-01-25 16:00 3H%Clearing Appointment 2023-09-15 11:00 All Day%,mcsp19
Eino,Harvey,Eino_Harvey@blueocean.com,692-727-8631,Air Force,2023-08-07,within 6 months prior ETS,https://www.linkedin.com/in/EinoHarvey/,https://github.com/Justyn_Schinner57,,mcsp22
Jeffery,Franey,Jeffery_Franey49@blueocean.com,944-553-9272,Air Force,2023-08-24,within 6 months prior ETS,https://www.linkedin.com/in/JefferyFraney/,https://github.com/Ed.Cremin49,Clearing Appointment 2024-01-16 6:00 All Day%Medical Appointment 2024-04-14 9:00 2H%Medical Appointment 2023-09-24 14:00 1H%,mcsp20
Cruz,Gottlieb,Cruz.Gottlieb@blueocean.com,171-883-5882,Marine,2024-01-31,more than 6 months prior ETS,https://www.linkedin.com/in/CruzGottlieb/,https://github.com/Leif_Ondricka,Clearing Appointment 2023-10-29 9:00 1H%,mcsp25
Micah,Boyer,Micah.Boyer21@blueocean.com,132-794-5021,Coast Guard,2024-02-10,more than 6 months prior ETS,https://www.linkedin.com/in/MicahBoyer/,https://github.com/Aurelio.Weimann55,,mcsp17
Kira,Macejkovic,Kira_Macejkovic@blueocean.com,563-789-0518,Army,2023-05-05,Seperated,https://www.linkedin.com/in/KiraMacejkovic/,https://github.com/Claudine_Stark,Clearing Appointment 2024-01-14 18:00 All Day%,mcsp25
Lurline,Reichel,Lurline69@blueocean.com,316-388-5357,Navy,2024-02-15,more than 6 months prior ETS,https://www.linkedin.com/in/LurlineReichel/,https://github.com/Herman46,Family Emergency 2024-03-23 14:00 1H%,mcsp17
Einar,Fahey,Einar_Fahey@blueocean.com,736-585-2123,Air Force,2023-11-20,within 6 months prior ETS,https://www.linkedin.com/in/EinarFahey/,https://github.com/Jamel.Collins,,mcsp16
Marques,Lind,Marques_Lind@blueocean.com,333-232-1024,Navy,2024-10-19,more than 6 months prior ETS,https://www.linkedin.com/in/MarquesLind/,https://github.com/Nelda_Lindgren39,Medical Appointment 2023-07-27 14:00 All Day%,mcsp16
Rhianna,Harris,Rhianna2@blueocean.com,640-364-0582,Coast Guard,2024-11-28,more than 6 months prior ETS,https://www.linkedin.com/in/RhiannaHarris/,https://github.com/Kari73,,mcsp21
Mellie,Howell,Mellie.Howell@blueocean.com,472-538-1673,Marine,2023-01-11,Seperated,https://www.linkedin.com/in/MellieHowell/,https://github.com/Unique39,,mcsp16
Mackenzie,Jenkins,Mackenzie39@blueocean.com,160-162-4332,Navy,2024-08-03,more than 6 months prior ETS,https://www.linkedin.com/in/MackenzieJenkins/,https://github.com/Jamil_Schiller27,,mcsp20
Liliana,Dickens,Liliana_Dickens10@blueocean.com,173-243-5770,Army,2024-04-24,more than 6 months prior ETS,https://www.linkedin.com/in/LilianaDickens/,https://github.com/Alfonzo_Stark23,,mcsp16
Vance,Rodriguez,Vance9@blueocean.com,175-727-3534,Marine,2024-10-06,more than 6 months prior ETS,https://www.linkedin.com/in/VanceRodriguez/,https://github.com/Xavier_Conn71,Medical Appointment 2024-04-18 7:00 2H%,mcsp18
Frankie,Zemlak,Frankie.Zemlak@blueocean.com,679-919-9980,Army,2024-10-19,more than 6 months prior ETS,https://www.linkedin.com/in/FrankieZemlak/,https://github.com/Americo.Koch-Hintz17,,mcsp24
Abel,Batz,Abel50@blueocean.com,337-104-4318,Army,2023-10-29,within 6 months prior ETS,https://www.linkedin.com/in/AbelBatz/,https://github.com/Jenifer55,Medical Appointment 2023-10-28 16:00 2H%Medical Appointment 2024-02-08 9:00 1H%Medical Appointment 2023-07-15 6:00 2H%,mcsp20
Columbus,Dibbert,Columbus_Dibbert6@blueocean.com,251-019-0271,Navy,2024-09-26,more than 6 months prior ETS,https://www.linkedin.com/in/ColumbusDibbert/,https://github.com/Estella_Dooley,Medical Appointment 2024-03-09 17:00 All Day%,mcsp16
Una,Lowe,Una.Lowe@blueocean.com,866-547-7452,Army,2023-01-20,Seperated,https://www.linkedin.com/in/UnaLowe/,https://github.com/Maggie_Franecki78,,mcsp22
Hettie,Marvin,Hettie_Marvin@blueocean.com,991-802-9146,Marine,2024-10-10,more than 6 months prior ETS,https://www.linkedin.com/in/HettieMarvin/,https://github.com/Eldon25,,mcsp21
Abner,Klein,Abner3@blueocean.com,043-447-1959,Coast Guard,2023-03-24,Seperated,https://www.linkedin.com/in/AbnerKlein/,https://github.com/Arnaldo8,Office Hour Requested 2023-09-07 18:00 2H%Clearing Appointment 2024-01-08 13:00 3H%Clearing Appointment 2024-02-02 15:00 3H%,mcsp20
Daron,Cummings,Daron72@blueocean.com,440-836-0244,Army,2023-09-04,within 6 months prior ETS,https://www.linkedin.com/in/DaronCummings/,https://github.com/Ladarius34,,mcsp18
Jaeden,Carroll,Jaeden_Carroll@blueocean.com,446-090-3798,Marine,2023-05-07,Seperated,https://www.linkedin.com/in/JaedenCarroll/,https://github.com/Shannon77,Clearing Appointment 2024-04-26 9:00 1H%Medical Appointment 2023-11-16 9:00 1H%Family Emergency 2024-05-12 12:00 3H%,mcsp17
Kyleigh,O'Connell,Kyleigh_OConnell@blueocean.com,489-763-7821,Air Force,2024-01-15,more than 6 months prior ETS,https://www.linkedin.com/in/KyleighO'Connell/,https://github.com/Marjolaine_Weimann,Medical Appointment 2023-12-05 16:00 1H%,mcsp25
Elmo,Huels,Elmo.Huels44@blueocean.com,267-857-1848,Air Force,2024-11-15,more than 6 months prior ETS,https://www.linkedin.com/in/ElmoHuels/,https://github.com/Norene.King62,,mcsp21
Jaren,Rodriguez,Jaren.Rodriguez57@blueocean.com,250-098-8498,Coast Guard,2023-03-11,Seperated,https://www.linkedin.com/in/JarenRodriguez/,https://github.com/German_Doyle,,mcsp22
Arielle,Heller,Arielle35@blueocean.com,224-809-6049,Air Force,2024-02-14,more than 6 months prior ETS,https://www.linkedin.com/in/ArielleHeller/,https://github.com/Wilson_Lockman,Medical Appointment 2023-10-02 10:00 1H%,mcsp24
Autumn,Boyer,Autumn_Boyer@blueocean.com,347-400-4010,Navy,2024-04-20,more than 6 months prior ETS,https://www.linkedin.com/in/AutumnBoyer/,https://github.com/Bessie_Kohler79,Clearing Appointment 2023-12-07 15:00 2H%,mcsp25
Marcelina,Nitzsche,Marcelina.Nitzsche@blueocean.com,827-617-6287,Coast Guard,2024-03-24,more than 6 months prior ETS,https://www.linkedin.com/in/MarcelinaNitzsche/,https://github.com/Kendall.Adams14,,mcsp23
Mariane,Auer,Mariane_Auer@blueocean.com,893-249-8461,Army,2023-01-31,Seperated,https://www.linkedin.com/in/MarianeAuer/,https://github.com/Pearlie_Rogahn-Kreiger23,Family Emergency 2024-05-30 11:00 All Day%Clearing Appointment 2024-05-06 7:00 1H%Family Emergency 2024-02-07 16:00 2H%,mcsp16
Esperanza,Zulauf,Esperanza57@blueocean.com,648-528-0887,Air Force,2023-05-24,Seperated,https://www.linkedin.com/in/EsperanzaZulauf/,https://github.com/Jay_Cruickshank6,,mcsp17
Columbus,Nolan,Columbus52@blueocean.com,215-482-2293,Navy,2023-08-09,within 6 months prior ETS,https://www.linkedin.com/in/ColumbusNolan/,https://github.com/Hassie_Mohr,,mcsp20
Darrel,Corwin-Beatty,Darrel_Corwin-Beatty68@blueocean.com,011-596-6547,Coast Guard,2024-11-22,more than 6 months prior ETS,https://www.linkedin.com/in/DarrelCorwin-Beatty/,https://github.com/Brooklyn96,Office Hour Requested 2023-08-10 7:00 1H%,mcsp17
Tierra,Stokes,Tierra66@blueocean.com,565-536-2095,Marine,2024-01-31,more than 6 months prior ETS,https://www.linkedin.com/in/TierraStokes/,https://github.com/Jamey_Jerde,Medical Appointment 2024-02-20 7:00 1H%,mcsp24
Collin,Kerluke,Collin_Kerluke@blueocean.com,363-683-9913,Marine,2023-05-31,Seperated,https://www.linkedin.com/in/CollinKerluke/,https://github.com/Consuelo_Runte,Medical Appointment 2023-12-27 17:00 1H%Office Hour Requested 2023-10-01 7:00 3H%Family Emergency 2024-05-16 18:00 3H%,mcsp21
Ernest,Nikolaus,Ernest13@blueocean.com,488-205-5193,Coast Guard,2024-02-10,more than 6 months prior ETS,https://www.linkedin.com/in/ErnestNikolaus/,https://github.com/Pierre_Langworth,Medical Appointment 2024-03-27 14:00 3H%Family Emergency 2024-01-30 14:00 1H%Family Emergency 2023-12-16 10:00 1H%,mcsp17
Bradly,Weimann,Bradly55@blueocean.com,263-857-2115,Marine,2024-12-26,more than 6 months prior ETS,https://www.linkedin.com/in/BradlyWeimann/,https://github.com/Easter29,Family Emergency 2023-07-20 15:00 All Day%,mcsp16
Dexter,Skiles,Dexter61@blueocean.com,564-317-3895,Army,2024-01-25,more than 6 months prior ETS,https://www.linkedin.com/in/DexterSkiles/,https://github.com/Arne.Huels70,Medical Appointment 2024-01-12 16:00 3H%,mcsp24
Emelie,Emard,Emelie23@blueocean.com,688-900-0415,Navy,2024-12-10,more than 6 months prior ETS,https://www.linkedin.com/in/EmelieEmard/,https://github.com/Lora_Lowe42,Clearing Appointment 2024-02-19 18:00 1H%,mcsp25
Alexa,Lowe,Alexa_Lowe@blueocean.com,249-103-9556,Army,2023-11-24,within 6 months prior ETS,https://www.linkedin.com/in/AlexaLowe/,https://github.com/Mattie.Spencer,,mcsp17
Marc,Homenick,Marc_Homenick55@blueocean.com,327-501-4987,Marine,2024-04-21,more than 6 months prior ETS,https://www.linkedin.com/in/MarcHomenick/,https://github.com/Jaunita.Wiegand97,Office Hour Requested 2024-06-15 18:00 1H%Medical Appointment 2023-10-25 15:00 3H%Medical Appointment 2024-04-06 9:00 All Day%,mcsp25
Alana,Kling,Alana_Kling85@blueocean.com,812-012-1603,Army,2024-10-01,more than 6 months prior ETS,https://www.linkedin.com/in/AlanaKling/,https://github.com/Zelda_Carroll74,Family Emergency 2024-03-09 17:00 2H%Office Hour Requested 2024-06-10 11:00 3H%Office Hour Requested 2023-07-29 7:00 1H%,mcsp23
Lexi,Prohaska,Lexi_Prohaska@blueocean.com,808-576-4962,Coast Guard,2023-04-17,Seperated,https://www.linkedin.com/in/LexiProhaska/,https://github.com/Tyler0,Office Hour Requested 2024-04-08 16:00 All Day%,mcsp23
Wyman,Ebert,Wyman.Ebert21@blueocean.com,721-168-8308,Navy,2023-02-01,Seperated,https://www.linkedin.com/in/WymanEbert/,https://github.com/Deshaun_Tillman,Family Emergency 2024-01-20 9:00 2H%,mcsp17
Fae,Stanton,Fae99@blueocean.com,591-777-8140,Coast Guard,2024-10-01,more than 6 months prior ETS,https://www.linkedin.com/in/FaeStanton/,https://github.com/Adrian.Boyle,Medical Appointment 2023-09-22 8:00 1H%,mcsp16
Susan,Roberts,Susan.Roberts@blueocean.com,516-315-5873,Navy,2024-10-04,more than 6 months prior ETS,https://www.linkedin.com/in/SusanRoberts/,https://github.com/Joy_Powlowski53,Medical Appointment 2023-12-03 7:00 All Day%,mcsp19
Gene,Block,Gene.Block@blueocean.com,716-536-9265,Air Force,2024-08-04,more than 6 months prior ETS,https://www.linkedin.com/in/GeneBlock/,https://github.com/Eldora53,,mcsp22
Donato,Mann-Emard,Donato.Mann-Emard87@blueocean.com,386-834-7620,Coast Guard,2024-04-29,more than 6 months prior ETS,https://www.linkedin.com/in/DonatoMann-Emard/,https://github.com/Domenick_Kessler,Family Emergency 2024-01-02 8:00 2H%Office Hour Requested 2023-11-05 15:00 1H%Family Emergency 2023-08-01 10:00 All Day%,mcsp21
Sherman,Wunsch,Sherman87@blueocean.com,418-052-7300,Air Force,2024-08-30,more than 6 months prior ETS,https://www.linkedin.com/in/ShermanWunsch/,https://github.com/Marty_Kuphal76,,mcsp19
Carissa,MacGyver,Carissa76@blueocean.com,647-044-5408,Army,2023-03-10,Seperated,https://www.linkedin.com/in/CarissaMacGyver/,https://github.com/Rosanna27,,mcsp23
Kaya,Heidenreich,Kaya56@blueocean.com,687-257-2484,Army,2024-08-10,more than 6 months prior ETS,https://www.linkedin.com/in/KayaHeidenreich/,https://github.com/Jalen.Kemmer62,,mcsp22
Abelardo,Vandervort,Abelardo.Vandervort43@blueocean.com,603-579-8296,Navy,2023-09-28,within 6 months prior ETS,https://www.linkedin.com/in/AbelardoVandervort/,https://github.com/Naomie_Ratke87,,mcsp16
Asia,Schumm,Asia.Schumm@blueocean.com,264-945-3121,Coast Guard,2023-08-26,within 6 months prior ETS,https://www.linkedin.com/in/AsiaSchumm/,https://github.com/Paul57,,mcsp16
Lane,Upton,Lane_Upton99@blueocean.com,425-729-8542,Coast Guard,2023-06-19,Seperated,https://www.linkedin.com/in/LaneUpton/,https://github.com/Laurie.Weissnat,Family Emergency 2023-09-27 17:00 3H%,mcsp20
Cornelius,Halvorson,Cornelius_Halvorson65@blueocean.com,291-830-2361,Coast Guard,2024-09-02,more than 6 months prior ETS,https://www.linkedin.com/in/CorneliusHalvorson/,https://github.com/Jeffry75,Family Emergency 2024-01-21 6:00 1H%,mcsp23
Conrad,Hayes,Conrad.Hayes36@blueocean.com,190-765-9390,Coast Guard,2024-03-20,more than 6 months prior ETS,https://www.linkedin.com/in/ConradHayes/,https://github.com/Santos.Johnston,Clearing Appointment 2023-12-02 12:00 3H%,mcsp16
Althea,Veum,Althea0@blueocean.com,072-846-5673,Coast Guard,2024-04-28,more than 6 months prior ETS,https://www.linkedin.com/in/AltheaVeum/,https://github.com/Luisa.Corwin,,mcsp22
Terry,Mann,Terry83@blueocean.com,241-675-8159,Navy,2024-06-03,more than 6 months prior ETS,https://www.linkedin.com/in/TerryMann/,https://github.com/Madisen_Romaguera,Clearing Appointment 2024-06-09 12:00 3H%,mcsp21
Kade,Walter-Smith,Kade74@blueocean.com,540-798-0764,Coast Guard,2023-04-19,Seperated,https://www.linkedin.com/in/KadeWalter-Smith/,https://github.com/Jerrod_Watsica,Medical Appointment 2024-05-19 16:00 2H%,mcsp21
Mandy,Kozey,Mandy60@blueocean.com,031-121-0248,Air Force,2024-01-21,more than 6 months prior ETS,https://www.linkedin.com/in/MandyKozey/,https://github.com/Osvaldo.Kihn,Family Emergency 2023-09-16 13:00 3H%,mcsp24
Rickey,Lubowitz,Rickey_Lubowitz@blueocean.com,790-783-6680,Air Force,2023-07-13,Seperated,https://www.linkedin.com/in/RickeyLubowitz/,https://github.com/Margarita78,Office Hour Requested 2024-07-06 7:00 2H%,mcsp18
Frank,Spinka-Blick,Frank.Spinka-Blick@blueocean.com,550-260-5375,Air Force,2023-09-04,within 6 months prior ETS,https://www.linkedin.com/in/FrankSpinka-Blick/,https://github.com/Hugh37,,mcsp23
Vida,Gibson,Vida.Gibson72@blueocean.com,733-922-5335,Marine,2023-07-26,Clearing,https://www.linkedin.com/in/VidaGibson/,https://github.com/Presley23,Clearing Appointment 2024-02-20 18:00 3H%Clearing Appointment 2024-06-20 12:00 1H%Office Hour Requested 2023-09-02 7:00 All Day%,mcsp23
Grover,Hessel,Grover.Hessel18@blueocean.com,511-684-3793,Air Force,2023-09-10,within 6 months prior ETS,https://www.linkedin.com/in/GroverHessel/,https://github.com/Osbaldo_Dietrich,Office Hour Requested 2023-09-24 9:00 3H%Office Hour Requested 2024-01-10 10:00 All Day%Family Emergency 2024-03-18 11:00 All Day%,mcsp23
Breanne,Davis,Breanne60@blueocean.com,778-599-0478,Coast Guard,2024-07-23,more than 6 months prior ETS,https://www.linkedin.com/in/BreanneDavis/,https://github.com/Murray.Boehm21,Office Hour Requested 2023-09-21 7:00 3H%,mcsp17
